# id	file_path	transparent_color_r	g	b	
[TEXTURES]
# id	file_path	r	g	b	width	height 
# width, height only available for tilemap texture  
123	textures\tile_map32.png	255	0	255	352	480
# id	left	top	right	bottom	texture_id
[SPRITES]
[ANIMATIONS]
#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
[TILEMAP]
1,2,3,4,5,6,5,6,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,2,
1,2,12,13,5,6,5,6,16,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,2,
1,2,18,22,6,6,20,21,25,25,37,9,9,9,9,9,25,26,25,26,9,9,9,9,9,9,9,9,27,28,9,9,9,9,9,9,9,9,9,9,9,9,25,26,25,26,10,2,
1,2,18,33,6,6,31,32,36,25,37,9,9,9,9,9,25,25,25,25,9,9,9,9,9,9,9,9,38,39,9,103,9,9,9,9,9,9,9,9,41,42,25,25,25,100,10,2,
1,2,18,33,6,6,124,125,47,25,37,9,9,9,27,28,48,49,50,51,52,28,29,9,9,9,9,9,53,54,55,26,25,26,25,26,25,26,56,57,58,59,20,21,22,100,10,2,
1,2,18,33,6,6,135,127,47,36,9,9,9,9,38,39,65,9,9,66,67,68,40,9,9,9,9,9,69,25,25,25,25,25,25,25,25,25,71,59,59,59,31,32,33,100,71,74,
1,2,18,33,20,21,53,54,78,78,79,9,80,51,81,2,79,9,9,9,14,15,27,28,27,28,25,26,85,86,25,25,25,25,61,2,88,89,112,4,20,21,25,25,25,25,71,94,
1,2,18,33,31,32,54,98,78,78,79,9,9,66,150,150,101,102,9,9,36,36,38,39,38,39,36,36,109,110,111,2,18,19,103,103,114,115,16,17,31,32,25,25,61,2,118,119,
1,2,18,33,76,77,98,25,25,25,56,57,122,42,20,21,124,125,124,125,138,150,150,150,76,77,78,2,152,4,128,28,5,19,48,49,50,51,130,89,25,25,25,25,45,46,10,2,
1,2,18,33,97,98,25,25,25,25,71,59,59,59,31,32,135,113,135,113,138,150,150,150,133,19,112,113,134,13,105,106,5,19,65,103,103,66,114,115,19,19,61,2,12,13,10,2,
1,2,2,2,88,131,20,21,20,21,61,2,2,2,2,2,2,2,2,2,148,28,149,151,132,150,103,9,151,2,132,104,104,104,103,103,27,28,149,2,2,2,132,23,23,23,10,2,
1,2,2,2,152,130,31,32,31,32,33,150,112,113,112,113,112,113,150,150,67,68,136,137,138,150,101,102,157,125,81,2,2,2,162,102,38,39,112,113,136,7,23,23,23,23,10,2
