# id	file_path	transparent_color_r	g	b	
[TEXTURES]
100	textures\1.png	255	0	255
200	textures\2.png	255	0	255
300	textures\3.png	255	0	255
309	textures\01.png	112	111	104
1000	textures\4.png	255	0	255
# id	file_path	r	g	b	width	height 
# width, height only available for tilemap texture  
123	textures\tile_map2.png	255	0	255	192	800
# id	left	top	right	bottom	texture_id
[SPRITES]
# SIMON
# idle right
10001	436	2	468	64	100
# idle left
10011	12	200	44	262	100
# walk right
10002	374	2	406	64	100	
10003	313	2	345	64	100
10004	256	2	288	64	100
# walk left
10012	74	200	106	262	100
10013	135	200	167	262	100
10014	192	200	224	262	100
# sit right
10021	196	18	228	64	100
# sit left
10031	252	216	284	262	100
# sit and whipping right
10022	16	67	48	113	100
10023	437	133	469	179	100
10024	375	133	407	179	100
# sit and whipping left
10032	432	265	464	311	100
10033	11	331	43	377	100
10034	73	331	105	377	100
# simon whipping right
10041	136	2	168	64	100
10042	75	2	107	64	100
10043	16	2	48	64	100
# simon whipping left
10051	312	200	344	262	100
10052	373	200	405	262	100
10053	432	200	464	262	100
# simon go up the stairs idle right
10060	190	68	222	130	100
# simon go up the stairs idle left
100601	258	266	290	328	100
# simon go up the stairs right
10061	190	68	222	130	100
10062	262	68	294	130	100
# simon go up the stairs left
100611	258	266	290	328	100
100622	318	266	350	328	100
# simon go down the stairs idle left
10070	130	266	162	328	100
# simon go down the stairs idle right
100701	190	68	222	130	100
# simon go down the stairs left
10071	130	266	162	328	100
10072	186	266	218	328	100
# simon go down the stairs left
100711	190	68	222	130	100
100722	318	68	350	130	100
# simon go up the stairs and whipping right
10081	129	134	161	196	100
10082	68	134	101	196	100
10083	9	134	41	196	100
# simon go up the stairs and whipping left
100811	319	332	351	384	100
100822	379	332	411	384	100
100833	439	332	471	384	100
# simon go down the stairs and whipping left
10091	130	332	162	394	100
10092	190	332	222	394	100
10093	250	332	282	394	100
# simon go down the stairs and whipping right
100911	318	134	350	196	100
100922	258	134	290	196	100
100933	198	134	230	196	100
# simon be attacking left
10101	438	70	470	132	100
# simon be attacking left
10102	10	268	42	330	100
# simon die right
10111	115	100	179	130	100
# simon die left
10112	60	299	124	329	100
# Whipping right
# level 1
20001	420	2	452	64	200
20002	358	2	390	64	200
20003	262	2	318	36	200
# level 2
20004	420	66	452	128	200
20005	358	66	390	128	200
20006	262	68	318	102	200
# level 3
20007	420	134	452	196	200
20008	358	134	390	196	200
20009	261	136	350	170	200
# whipping left
# level 1
20011	2	2	34	64	200
20012	63	2	95	64	200
20013	135	4	191	38	200
# level 2
20014	2	68	34	130	200
20015	63	68	95	130	200
20016	135	70	191	104	200
# level 3
20017	2	136	34	198	200	
20018	63	136	95	198	200
20019	103	138	192	172	200
# Brick
40000	129	67	161	99	300
# Bridge
40009	128	138	192	154	309
# Up Stairs
40001	129	67	161	99	300
# Down Stairs
40002	129	67	161	99	300
# Flames
50002	113	7	129	37	300
50003	156	7	172	37	300
50004	198	7	214	37	300
#Heart
60001	95	105	119	125	300
# Knight
# walk Right
20	10	246	42	310	1000
21	42	246	74	310	1000
22	74	246	106	310	1000
23	106	246	138	310	1000
# walk Left
10	284	66	316	130	1000
11	252	66	284	130	1000
12	220	66	252	130	1000
13	188	66	220	130	1000
# Small Candle
30003	67	0	83	32	300
30004	83	0	99	32	300
# BoomerangItem
90000	192	193	222	221	300
# Boomerang
90001	179	256	207	284	300
90002	151	256	179	284	300
90003	123	256	151	284	300
# Secret Brick
40011	129	67	161	99	300

# ani_id	sprite1_id	time1	sprite2_id	time2	...

[ANIMATIONS]
# ==== SIMON =========
# idle right
0	10001	100
# idle left
1	10011	100
# walk right
2	10001	100	10002	100	10003	100	10004	100
# walk left
3	10011	100	10012	100	10013	100	10014	100
# sit right
4	10021	100
# sit left
5	10031	100
# sit and whipping right
6	10022	150	10023	150	10024	150
# sit and whipping left
7	10032	150	10033	150	10034	150
# simon whipping right
8	10041	150	10042	150	10043	150
# simon whipping left
9	10051	150	10052	150	10053	150
# simon go up stairs idle right
10	10060	100
# simon go up stairs idle left
11	100601	100
# simon go up stairs right
12	10061	100	10062	100
# simon go up stairs left
13	100611	100	100622	100
# simon go down stairs idle left
14	10070	100
# simon go down stairs idle right
15	100701	100
# simon go down stairs left
16	10071	100	10072	100
# simon go down stairs right
17	100711	100	100722	100
# simon go up stairs and whipping right
18	10081	150	10082	150	10083	150
# simon go up stairs and whipping left
19	100811	150	100822	150	100833	150
# simon go down stairs and whipping left
20	10091	150	10092	150	10093	150
# simon go down stairs and whipping right
21	100911	150	100922	150	100933	150
# simon be attacking right
22	10101	100
# simon be attacking left
23	10102	100

# ==== WHIP =========
# whipping right
# level 1
9994	20001	150	20002	150	20003	150
# level 2
9996	20004	150	20005	150	20006	150
# level 3
9998	20007	150	20008	150	20009	150
# whipping left
# level 1
9995	20011	150	20012	150	20013	150
# level 2
9997	20014	150	20015	150	20016	150
# level 3
9999	20017	150	20018	150	20019	150

# ==== BRICK ========
301	40000	100

# ==== SECRET BRICK ========
4011	40011	100

# ==== FLAMES ========
501	50002	100	50003	100	50004	100

# ==== Heart ========
601	60001	100

# ==== UPSTAIRS ========
302	40001	100

# ==== DOWNSTAIRS ========
303	40002	100

# ==== Knight =========
#walk right
10001	20	200	21	200	22	200	23	200
#walk left
10011	10	200	11	200	12	200	13	200

# ==== Small Candle =========
402	30003	100	30004	100

# ==== BoomerangItem ========
900	90000	100

# ==== Boomerang ========
901	90001	100	90002	100	90003	100
902	90001	100	90003	100	90002	100

# ==== BRIDGE ========
409	40009	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# SIMON
100	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
# WHIP
200	9994	9995	9996	9997	9998
# BRICK
300	301
# BRIDGE
309	409
# SECRET BRICK
4011	4011
# FLAMES
500	501
# Heart
600	601
# UPSTAIRS
301	302
# DOWNSTAIRS
302	303
# Knight
10	10000	10001	10011
# SmallCandle
401	402
# Boomerang
999	901	902

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = SIMON , 1 = Whip, 2 = Candle, 3 = Brick, 4 = Flames, 6 = Heart, 7 = WhipItem, 8 = KnifeItem, 9 = Knife
# SIMON
#0	560	672	100
0	193	96	100
# WHIP
1	108	288	200
# Knight
1000	720	479	10
# BRICK	width	height
3	450	736	300	508	32
3	448	386	300	32	320
3	480	511	300	32	130
3	480	544	300	292	32
3	800	607	300	94	32
3	896	607	300	32	125
3	896	385	300	32	157
3	926	224	300	32	32
3	705	160	300	194	32
3	705	224	300	32	32
3	640	288	300	64	32
3	576	224	300	64	32
3	385	160	300	192	32
3	193	160	300	128	32
3	128	224	300	64	32
# SECRET BRICK
411	896	542	4011
411	896	574	4011
# BRIDGE
39	70	160	309
# Flames
4	175	257	500
# Heart
6	167	225	600
6	945	225	600
# UPSTAIRS
31	658	670	301
31	590	480	301
# DOWNSTAIRS
32	782	544	302
32	912	160	302
# Small Candle
21	592	608	401	10
21	846	608	401	6
21	752	416	401	6
# BoomerangItem
10	0	0	999
# Boomerang
11	0	0	999
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	32	96	0	64	160	1
[TILEMAP]
1,2,3,4,5,6,7,8,2,2,5,6,3,4,2,2,28,29,2,2,3,4,35,36,2,2,2,2,2,2,37,52,
1,2,11,12,13,14,7,8,2,2,13,14,11,12,2,2,28,29,2,2,11,12,35,36,2,2,2,2,2,2,37,52,
17,18,5,6,2,2,7,8,19,18,3,4,2,2,2,2,28,29,3,4,2,2,35,36,19,18,3,4,2,2,37,52,
21,22,13,14,2,2,7,8,24,25,11,12,2,2,2,2,28,29,11,12,2,2,35,36,24,25,11,12,2,2,37,52,
26,27,45,45,3,4,7,8,24,25,2,2,19,18,19,31,28,29,5,6,2,2,35,36,24,25,19,31,2,2,37,52,
1,1,45,45,11,12,1,1,1,37,2,2,37,1,37,37,37,37,13,14,2,2,1,1,1,1,1,1,2,2,37,52,
1,45,45,45,24,25,7,8,1,37,2,2,2,2,37,37,37,2,30,31,19,18,1,1,5,6,19,18,2,2,37,52,
1,45,45,45,1,1,7,8,1,37,2,2,2,2,37,37,37,2,1,1,24,25,1,1,13,14,24,25,32,1,37,52,
1,45,3,4,5,6,7,8,1,37,2,2,3,4,37,37,37,2,2,23,24,25,1,1,2,2,57,58,2,50,1,52,
1,45,11,12,13,14,7,8,1,37,2,2,11,12,37,37,37,2,2,2,1,1,1,1,2,57,58,2,2,50,1,52,
1,45,19,49,2,2,7,8,1,37,2,2,2,2,37,37,37,2,2,2,2,2,2,2,57,58,2,2,2,50,1,52,
1,23,24,61,2,2,7,8,1,37,2,2,2,2,37,37,37,2,2,2,2,2,2,57,58,2,2,2,2,50,1,52,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,7,8,74,74,74,74,46,58,84,18,78,96,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,7,8,74,74,74,74,58,74,60,61,78,96,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,7,8,74,74,33,58,74,74,66,67,78,96,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,7,8,74,74,58,74,74,74,75,76,78,96,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,8,46,58,24,25,84,128,95,95,78,96,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,95,95,78,96,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,8,5,6,95,95,95,95,95,95,78,96,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,8,75,76,95,95,95,95,32,51,51,51,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,108,7,8,95,95,95,95,46,71,95,95,19,108,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,112,7,8,95,95,95,70,71,95,95,95,82,83,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,124,7,8,82,83,46,34,84,128,84,128,82,83,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,52,0,0
